Type,Mass Mstar/Msun,Luminosity Lstar/Lsun,Radius Rstar/Rsun,Temp K,Color Index (B-V),Abs Mag Mv,Bolo Corr Temp,Bolo Mag Mbol,r,g,b
DA9,0.1,6.73E-05,8.98E-03,5600,0.74,15.4,-0.22,15.18,1,0.968627451,0.960784314
DB0,1.1,6.91E+00,9.02E-03,100000,-0.37,10.2,-7.55,2.65,1,0.937254902,0.882352941
DB1,0.9,2.65E-01,6.96E-03,50400,-0.35,10.8,-4.61,6.19,0.607843137,0.698039216,1
DB2,0.8,2.55E-02,8.64E-03,25200,-0.27,11.4,-2.67,8.73,0.623529412,0.709803922,1
DB3,0.7,6.02E-03,9.44E-03,16800,-0.2,11.9,-1.6,10.3,0.658823529,0.741176471,1
DB4,0.6,1.82E-03,9.22E-03,12600,-0.13,12.5,-0.9,11.6,0.701960784,0.77254902,1
DB5,0.5,6.93E-04,8.90E-03,10080,-0.07,13.1,-0.45,12.65,0.752941176,0.811764706,1
DB6,0.4,3.15E-04,8.64E-03,8400,0.09,13.7,-0.2,13.5,0.811764706,0.854901961,1
DB7,0.3,1.80E-04,8.89E-03,7200,0.34,14.2,-0.09,14.11,0.878431373,0.901960784,1
DB8,0.2,1.05E-04,8.87E-03,6300,0.55,14.8,-0.1,14.7,0.952941176,0.952941176,1
DB9,0.1,6.73E-05,8.98E-03,5600,0.74,15.4,-0.22,15.18,1,0.968627451,0.960784314
DC0,1.1,6.91E+00,9.02E-03,100000,-0.37,10.2,-7.55,2.65,1,0.937254902,0.882352941
DC1,0.9,2.65E-01,6.96E-03,50400,-0.35,10.8,-4.61,6.19,0.607843137,0.698039216,1
DC2,0.8,2.55E-02,8.64E-03,25200,-0.27,11.4,-2.67,8.73,0.623529412,0.709803922,1
DC3,0.7,6.02E-03,9.44E-03,16800,-0.2,11.9,-1.6,10.3,0.658823529,0.741176471,1
DC4,0.6,1.82E-03,9.22E-03,12600,-0.13,12.5,-0.9,11.6,0.701960784,0.77254902,1
DC5,0.5,6.93E-04,8.90E-03,10080,-0.07,13.1,-0.45,12.65,0.752941176,0.811764706,1
DC6,0.4,3.15E-04,8.64E-03,8400,0.09,13.7,-0.2,13.5,0.811764706,0.854901961,1
DC7,0.3,1.80E-04,8.89E-03,7200,0.34,14.2,-0.09,14.11,0.878431373,0.901960784,1
DC8,0.2,1.05E-04,8.87E-03,6300,0.55,14.8,-0.1,14.7,0.952941176,0.952941176,1
DC9,0.1,6.73E-05,8.98E-03,5600,0.74,15.4,-0.22,15.18,1,0.968627451,0.960784314
DO0,1.1,6.91E+00,9.02E-03,100000,-0.37,10.2,-7.55,2.65,1,0.937254902,0.882352941
DO1,0.9,2.65E-01,6.96E-03,50400,-0.35,10.8,-4.61,6.19,0.607843137,0.698039216,1
DO2,0.8,2.55E-02,8.64E-03,25200,-0.27,11.4,-2.67,8.73,0.623529412,0.709803922,1
DO3,0.7,6.02E-03,9.44E-03,16800,-0.2,11.9,-1.6,10.3,0.658823529,0.741176471,1
DO4,0.6,1.82E-03,9.22E-03,12600,-0.13,12.5,-0.9,11.6,0.701960784,0.77254902,1
DO5,0.5,6.93E-04,8.90E-03,10080,-0.07,13.1,-0.45,12.65,0.752941176,0.811764706,1
DO6,0.4,3.15E-04,8.64E-03,8400,0.09,13.7,-0.2,13.5,0.811764706,0.854901961,1
DO7,0.3,1.80E-04,8.89E-03,7200,0.34,14.2,-0.09,14.11,0.878431373,0.901960784,1
DO8,0.2,1.05E-04,8.87E-03,6300,0.55,14.8,-0.1,14.7,0.952941176,0.952941176,1
DO9,0.1,6.73E-05,8.98E-03,5600,0.74,15.4,-0.22,15.18,1,0.968627451,0.960784314
DQ0,1.1,6.91E+00,9.02E-03,100000,-0.37,10.2,-7.55,2.65,1,0.937254902,0.882352941
DQ1,0.9,2.65E-01,6.96E-03,50400,-0.35,10.8,-4.61,6.19,0.607843137,0.698039216,1
DQ2,0.8,2.55E-02,8.64E-03,25200,-0.27,11.4,-2.67,8.73,0.623529412,0.709803922,1
DQ3,0.7,6.02E-03,9.44E-03,16800,-0.2,11.9,-1.6,10.3,0.658823529,0.741176471,1
DQ4,0.6,1.82E-03,9.22E-03,12600,-0.13,12.5,-0.9,11.6,0.701960784,0.77254902,1
DQ5,0.5,6.93E-04,8.90E-03,10080,-0.07,13.1,-0.45,12.65,0.752941176,0.811764706,1
DQ6,0.4,3.15E-04,8.64E-03,8400,0.09,13.7,-0.2,13.5,0.811764706,0.854901961,1
DQ7,0.3,1.80E-04,8.89E-03,7200,0.34,14.2,-0.09,14.11,0.878431373,0.901960784,1
DQ8,0.2,1.05E-04,8.87E-03,6300,0.55,14.8,-0.1,14.7,0.952941176,0.952941176,1
DQ9,0.1,6.73E-05,8.98E-03,5600,0.74,15.4,-0.22,15.18,1,0.968627451,0.960784314
DZ0,1.1,6.91E+00,9.02E-03,100000,-0.37,10.2,-7.55,2.65,1,0.937254902,0.882352941
DZ1,0.9,2.65E-01,6.96E-03,50400,-0.35,10.8,-4.61,6.19,0.607843137,0.698039216,1
DZ2,0.8,2.55E-02,8.64E-03,25200,-0.27,11.4,-2.67,8.73,0.623529412,0.709803922,1
DZ3,0.7,6.02E-03,9.44E-03,16800,-0.2,11.9,-1.6,10.3,0.658823529,0.741176471,1
DZ4,0.6,1.82E-03,9.22E-03,12600,-0.13,12.5,-0.9,11.6,0.701960784,0.77254902,1
DZ5,0.5,6.93E-04,8.90E-03,10080,-0.07,13.1,-0.45,12.65,0.752941176,0.811764706,1
DZ6,0.4,3.15E-04,8.64E-03,8400,0.09,13.7,-0.2,13.5,0.811764706,0.854901961,1
DZ7,0.3,1.80E-04,8.89E-03,7200,0.34,14.2,-0.09,14.11,0.878431373,0.901960784,1
DZ8,0.2,1.05E-04,8.87E-03,6300,0.55,14.8,-0.1,14.7,0.952941176,0.952941176,1
DZ9,0.1,6.73E-05,8.98E-03,5600,0.74,15.4,-0.22,15.18,1,0.968627451,0.960784314
,,,,,,,,,1,0.937254902,0.882352941
